Energy Loss	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity
0.9918	694.4222	1304.3104	1190.2522	2301.0481	755.2806	237.6945	881.3455	149.1992	1949.1576	741.3857
1.0006	635.83	1527.8629	1140.567	2406.0558	1058.8383	49.0466	953.6736	176.35	887.3142	1267.3548
1.0094	1232.751	732.6678	1337.3581	2696.9302	681.425	712.74	530.5076	173.9422	1000.556	1388.9751
1.0182	966.7541	659.6279	1439.3927	1665.3385	1007.7255	206.8643	504.5519	1254.339	1227.2265	1236.7639
1.027	1005.029	1019.03	1421.9989	1158.1968	1148.6241	0	725.6085	1399.9467	765.7532	662.6036
1.0358	882.1084	1313.2011	2104.953	1270.4731	1319.874	1051.8956	1195.0525	884.1986	1271.7795	705.3299
1.0446	816.9875	2059.0394	1539.8568	1063.0298	839.9911	971.8745	800.8516	1921.8616	1455.7933	48.4261
1.0535	2210.4628	2859.3378	827.7828	1027.7489	934.694	1425.9679	900.0196	1040.1383	1362.9428	530.3094
1.0623	1821.5781	2253.6969	611.002	1592.6505	1094.815	1063.0279	1598.551	1045.9185	748.1246	456.6987
1.0711	1171.9385	1000.8283	857.6014	1712.4694	1272.68	328.4907	1226.4566	1087.0843	0	876.9735
1.0799	2304.2277	1665.7872	1129.0918	926.8581	1546.0367	658.6914	2556.5601	860.0843	1364.9495	2427.2413
1.0887	2340.9637	1573.9716	1750.2322	1429.4631	1864.4757	1632.0702	2847.7408	820.7691	1239.07	1721.1491
1.0975	2269.1069	2099.3751	1943.9137	2235.1832	1498.1269	2146.0361	2684.6735	1214.8823	1237.2648	1547.7761
1.1063	2810.0602	2304.2784	2810.4025	3105.8479	1255.9134	3147.5493	1823.1695	1406.331	1605.6265	853.9235
1.1151	3484.2798	2610.3543	2452.0455	2739.4412	893.6433	3826.287	2372.8157	2163.4575	3032.2897	1003.4488
1.1239	2155.2252	2499.102	2077.8228	1761.5428	1014.3731	3009.9664	2246.3921	2937.8855	2559.9305	1102.506
1.1327	1601.8829	2078.8353	1780.1716	750.7058	1530.1495	2419.2376	1560.524	1727.5686	1506.9234	1047.9456
1.1415	1462.0837	1877.1331	1543.7391	882.8209	1778.6611	2169.7421	1297.319	926.1073	1384.9533	1109.1933
1.1503	1349.2071	1911.2132	1548.3222	2044.3394	1436.1549	2049.6648	988.9823	956.9663	1310.8526	1169.9208
1.1591	1386.8211	1401.3128	567.4916	1696.3601	904.5886	1641.137	1403.5935	573.0012	1786.4047	1436.6459
1.1679	1250.4397	2688.7934	935.82	1432.6679	1062.149	970.3882	869.8707	1343.2141	2200.0044	1447.2205
1.1767	1567.1436	3898.4243	1388.4601	1676.563	1161.9325	684.3764	1968.4129	1491.1718	1454.2298	1256.6916
1.1855	1483.918	2863.0156	979.791	1418.1555	1700.5438	703.7921	1865.2371	2505.4411	1047.8841	542.4344
1.1943	1292.9608	1243.7922	370.2338	1717.5109	1405.6106	1107.429	193.7265	1718.4218	739.4706	1344.1431
1.2031	748.9322	1146.4847	921.82	1636.202	1179.7502	1088.7976	442.4645	1415.5781	528.147	1516.5154
1.2119	1364.6011	824.4578	1055.1901	1610.9965	664.2041	1936.1651	85.014	434.3214	1005.6486	1251.2081
1.2207	1705.5932	1346.1156	780.7913	1282.6818	1673.9573	1551.5159	155.7945	498.0468	1376.9772	883.7383
1.2295	1252.245	1125.2485	1269.6115	1840.1607	1442.2173	1115.5279	596.3813	463.9973	1345.9078	626.6185
1.2383	1315.1709	1617.7649	1093.4307	1192.7497	1543.6349	1794.3612	1252.7998	1174.8741	1465.6127	445.4133
1.2471	941.3896	815.7664	1206.5461	1655.829	1511.6056	853.1075	1330.0299	1536.938	2042.2287	622.7782
1.2559	1351.6368	1509.7823	1344.7103	2114.5243	1582.1442	640.2461	1284.9425	1554.5652	1891.0856	1332.7569
1.2647	2177.6181	995.7213	960.6631	1347.1535	1468.6827	1641.3387	1539.8016	1376.862	1463.593	1667.9459
1.2735	2837.0137	1106.5838	733.0154	2278.6516	1980.9995	1749.9886	2212.5488	1745.5162	1798.1145	1892.7373
1.2823	2832.9374	998.9472	1672.2313	2700.1277	2453.1722	1586.8172	2656.4238	2782.646	2239.5992	1618.6871
1.2911	2670.0598	1951.7596	2083.4256	1792.6599	970.4795	1599.6517	3172.5781	1664.4422	2486.6916	1227.1263
1.2999	2916.3042	3249.6949	1763.5796	1537.6273	1710.0936	1749.3277	1745.5881	1840.9491	2253.5157	1354.2495
1.3087	1918.7816	2812.0976	1956.8739	1460.074	1377.0622	2226.8906	1732.5406	1807.4621	1438.594	1022.2673
1.3175	1655.5976	1847.1956	1290.7688	1446.952	1211.4745	1818.0228	1636.6254	1069.1151	1110.6244	649.6994
1.3263	1389.2064	1506.3425	1135.8514	1098.0082	991.3386	1537.4079	1996.5374	743.8404	78.1307	859.3849
1.3351	1540.2721	1350.2322	778.3642	915.6852	1051.2071	1063.027	1393.4086	1048.519	1343.5125	1426.4759
1.3439	1750.8929	1111.8995	1175.9971	798.2402	610.4929	905.3638	819.5276	827.8007	2089.0868	1454.5475
1.3527	914.7093	1270.297	1112.0403	800.7319	489.9864	516.8291	351.4723	1082.2531	1709.7288	2030.7368
1.3615	843.6267	1074.8573	198.993	1139.9507	1030.0218	0	1628.4482	1385.245	890.0785	1566.051
1.3703	990.903	954.6337	1052.4428	1212.1087	1417.5133	0	1711.3884	258.5313	610.6934	1070.3836
1.3792	0	1099.3314	1686.5071	1369.6973	1232.6482	1543.6234	1448.5406	1026.6396	903.3559	856.1724
1.388	1046.8098	1470.114	1027.0443	1810.8487	1270.034	1454.8207	1130.7324	1871.8216	959.7133	950.7374
1.3968	2072.1253	1915.5319	1128.6518	1677.2881	1179.6904	1172.6735	214.1132	1133.6513	1159.7165	776.4453
1.4056	1828.8252	2029.8983	1009.3916	1106.3465	1012.0622	1186.8399	655.9539	1986.7579	726.7688	1221.0112
1.4144	904.0766	1946.8906	1231.5829	303.743	635.188	1277.2316	445.0465	2089.8483	879.8973	1309.7753
1.4232	773.3734	1395.7261	1794.4756	1331.6001	949.545	1343.6955	455.5009	693.3977	1492.2645	940.2872
1.432	1650.3692	1643.9533	1026.5484	1554.2946	1161.7797	1177.8312	540.8253	1243.7049	1469.294	1080.0652
1.4408	1819.4669	2438.4899	1933.4083	1908.705	1729.4604	1487.1248	1006.8383	2019.0393	1075.1854	2749.8136
1.4496	2500.8398	1973.8458	2127.8026	2166.2143	1068.802	2260.9004	1957.9562	1248.7076	1512.0629	2567.1486
1.4584	2722.0541	2045.9074	2934.1355	1763.2238	545.3645	2918.1608	2476.0302	2817.9285	1547.2036	2387.8025
1.4672	2660.028	1536.9274	2132.3958	2026.8	1324.3037	2905.0693	2067.1352	2547.773	1304.7344	1674.7755
1.476	1868.7996	2331.1966	1588.6006	1489.3228	1345.5875	1681.9463	2524.6412	1444.6958	1883.6391	1600.6872
1.4848	2514.6079	1824.7619	915.2441	891.2459	1519.7623	1406.1264	2835.8222	1999.3133	1858.4442	1679.7764
1.4936	2634.5845	1498.4768	1043.4424	583.571	1770.4789	1581.9779	2500.6684	452.2586	1384.9472	1666.3128
1.5024	796.0268	2570.5421	733.9713	945.8772	1463.5778	1551.8714	1670.9295	788.465	1204.8853	1508.8522
1.5112	226.1395	1670.3103	1750.7911	1627.2702	1854.7387	898.9388	1529.4653	900.1517	1237.1188	1458.1417
1.52	766.299	1965.205	1371.1358	1222.6398	1228.2123	605.7861	1298.2285	700.7849	2072.375	1103.8044
1.5288	943.5214	1547.6087	1484.3801	779.3268	839.0027	761.9806	1097.3197	21.3554	1268.4919	801.0613
1.5376	1906.6888	1667.0334	1326.6026	572.1429	537.1093	1155.712	1145.57	859.5746	1177.9602	996.4645
1.5464	2923.3865	1402.878	1229.6641	1273.8962	405.458	988.9317	1893.0892	723.7838	801.2615	1173.068
1.5552	1346.2741	1511.0577	1435.2548	1090.8084	197.2653	1178.1242	1241.0862	1411.3435	1265.2248	1300.6867
1.564	1118.4966	954.5263	1842.9954	1419.4256	402.3934	1320.15	1421.4502	2207.8694	1452.0473	930.8857
1.5728	1208.0228	941.5451	798.4997	1020.4409	740.3614	725.7747	1727.8627	1539.7375	1521.4507	833.7238
1.5816	1370.7893	445.654	1033.2196	1922.4894	389.9561	991.3239	1682.26	1218.7553	1712.8601	1081.5728
1.5904	877.5292	1780.2729	976.1573	1514.323	975.3732	638.5206	1799.4247	1663.1958	1929.0654	1137.8203
1.5992	983.5141	1390.5871	623.4679	979.9782	574.6242	994.5721	1722.7126	1740.3914	734.0707	1107.0756
1.608	1369.3763	2260.9042	813.8806	1848.3637	1368.5065	1948.2811	1785.3894	1801.2191	1277.4559	658.8794
1.6168	1709.938	3131.1842	1092.75	2801.162	2468.3036	2247.0866	1772.5078	1430.1259	1116.7784	689.7388
1.6256	1851.6818	2751.3524	1252.4187	1718.9386	1562.1727	3113.1235	2085.4883	1887.9978	1232.9509	1665.1321
1.6344	1859.7769	1730.4215	3796.4825	2071.3761	1587.0038	1948.992	1444.2845	1922.281	1482.8692	1671.4258
1.6432	1392.6616	1874.0751	4227.3012	2562.9927	1287.9998	1462.754	1395.6911	1822.35	1505.1428	1595.4845
1.652	1541.1306	2143.7177	2140.6168	1777.4538	1357.2652	1614.1558	1784.154	1414.288	1451.454	1147.0741
1.6608	1135.4398	1590.5495	1498.8371	907.2443	2084.2395	1692.5797	1559.1197	1289.7752	1280.8475	1211.8045
1.6696	329.2889	931.9709	1231.1218	1316.0952	2128.9378	1853.5717	1380.6673	903.6955	1858.9231	1114.1208
1.6784	666.6795	1476.8488	1255.4559	1016.2406	1769.3802	1278.0839	3210.1036	915.3278	1952.6775	1102.3007
1.6872	1071.7205	830.1742	1946.6253	586.9782	2168.3158	1298.8321	2448.5792	1103.8996	2433.378	1503.5048
1.696	316.1212	1655.977	1989.8596	958.3974	1677.4741	1440.6708	1432.2281	1056.0387	1699.636	937.8878
1.7049	2.5301	1064.9515	1512.7705	1931.5681	2259.5578	1269.5359	1683.1604	1326.1411	878.1807	1013.1919
1.7137	667.9136	1171.1962	646.259	1753.9766	1969.2582	1675.2783	2771.6512	1479.7077	663.205	1256.1088
1.7225	1090.1367	2040.9462	1348.202	1687.5954	2176.5798	2085.6678	2226.023	1030.3862	2101.2962	1234.2772
1.7313	1941.8938	2472.7763	1358.7251	1818.2204	1013.1324	650.8598	2361.5123	664.3777	2097.8725	768.979
1.7401	2044.3872	1710.6422	1349.851	1291.6254	867.1288	1788.5443	2474.6637	1460.9537	1301.9283	610.1451
1.7489	1671.7196	929.3825	756.1655	2092.9916	1277.8594	2759.3908	1775.7353	1346.0691	549.5482	766.1176
1.7577	1509.1192	1114.6885	912.28	2160.2236	875.3423	1503.0604	1838.6857	1083.027	2442.9106	889.061
1.7665	1048.333	1036.2829	421.3819	2134.7369	1181.7324	1370.3143	2562.3995	1284.9083	2417.4837	1261.7664
1.7753	813.305	2106.3235	1146.6261	1709.0974	1274.9397	1212.6905	4386.8112	1398.896	1558.6184	1798.1348
1.7841	1813.1469	2081.2801	1486.8474	1346.1766	869.7768	1747.7643	4965.026	1298.1227	2090.3602	2490.0529
1.7929	1499.4627	1850.3671	1499.2487	1970.1835	579.6018	1536.3782	4087.8203	791.3463	2071.9304	1919.4664
1.8017	1936.2881	766.9727	1027.6067	2330.6618	1479.0365	1141.6638	3224.8152	1110.3974	2146.0277	2375.4533
1.8105	2725.9328	944.5265	264.8542	1020.1623	1307.6183	718.9399	2888.6679	1836.4061	1182.2278	2256.1581
1.8193	2314.5429	1332.6447	1539.6593	1511.5089	1230.0384	435.8163	1712.2687	1612.6826	1710.6482	1468.6543
1.8281	2378.2967	688.8265	1405.4254	1135.0677	935.6357	779.7164	1380.8309	1593.056	1696.2364	2415.5318
1.8369	2171.3383	1109.4134	857.3765	586.5419	1191.5275	1577.907	2362.8621	1522.1187	1729.0853	2287.9611
1.8457	2433.8944	1255.8239	1502.1779	783.6093	1433.5858	1534.0416	2082.1589	1418.5615	1119.8891	2310.899
1.8545	1947.1569	1159.6172	1400.4985	1879.2451	1521.9277	1841.7094	804.1089	973.2022	1996.7579	1472.4538
1.8633	1308.5753	410.0166	1198.3413	1426.4877	1727.455	2177.9454	570.0221	1407.1662	2009.9515	1355.7085
1.8721	974.2368	234.8293	943.5675	567.6182	1115.1176	3342.6114	1248.7493	1005.4469	1673.8598	2030.616
1.8809	820.324	786.3455	394.6857	425.5195	1642.8992	1653.3671	249.0687	632.3222	2557.0201	1729.6136
1.8897	1499.1663	1767.4595	1069.4078	1269.7319	1741.9617	2131.1378	313.138	1212.2736	3106.6831	1740.8341
1.8985	2083.2981	1513.9548	1756.2603	1375.0704	1128.3254	1616.7879	637.7786	1220.802	2878.4255	1642.3285
1.9073	1842.282	1459.0644	1054.6622	1167.8767	1128.9013	2143.4478	153.9581	721.2054	2498.8251	1442.8094
1.9161	1537.5358	1514.3277	1262.4061	1088.3689	1601.433	3160.8041	710.2466	888.3339	1941.2584	1620.2841
1.9249	1735.7315	1493.1011	1620.3195	2195.6582	773.436	2174.5196	1237.5586	795.3311	2222.5131	651.8242
1.9337	2086.3533	1928.1033	1593.8354	2668.0938	1459.8255	1760.9444	1811.9887	1415.68	1547.2956	848.0188
1.9425	2083.0653	2245.4194	1842.9425	3166.3744	1766.9392	2002.8062	2815.9863	1738.981	1579.1158	1329.6086
1.9513	2466.0914	2735.639	3470.8512	2683.9164	2169.5069	1479.7344	2677.2867	2018.6665	2110.9263	2038.2912
1.9601	1519.0703	2551.6465	2065.4961	2715.4331	1863.5456	1544.2383	2507.2173	2031.1176	1982.3934	2127.7421
1.9689	1098.5889	2777.9309	1712.865	1456.577	1525.5726	1531.0876	2214.6245	1915.0443	1744.118	2749.4845
1.9777	1911.374	2495.5408	1713.8052	1287.9523	1345.1056	1105.8139	1761.2929	2021.5634	1244.9235	2351.4385
1.9865	1643.3899	1614.8388	1614.3574	1716.9603	444.6214	1507.6032	1353.6831	1531.0078	502.9476	2118.2833
1.9953	2304.2841	1469.1851	2042.8607	1921.1761	1006.904	883.0025	1163.0089	1959.2049	930.6229	2053.5116
2.0041	2268.3808	1292.1294	1834.9055	2093.3107	1100.8528	1688.2701	1760.782	2456.1967	1380.4716	2043.3284
2.0129	1362.2716	1784.4905	1057.3193	2002.1085	1251.4045	1354.8406	1686.2382	1749.4805	1114.6978	1654.9037
2.0217	971.9834	2399.7327	1115.935	1424.292	1207.7615	2014.7574	2010.0076	1279.523	1419.901	1420.464
2.0306	1696.0549	836.8072	999.7765	2180.4212	1612.4667	1971.5238	1710.2384	1450.9352	1566.9592	1553.5335
2.0394	609.2266	793.7097	608.6947	2090.9427	1235.1817	1700.6397	2138.8429	1707.8021	1759.3212	2106.6631
2.0482	542.3306	1002.423	1298.517	1257.3946	1138.5334	1132.4119	2133.7738	1062.6681	2530.091	1760.0595
2.057	1344.9523	1305.4918	1689.5588	1267.1851	978.0455	1330.0148	1651.1693	793.9603	1276.4392	1426.5533
2.0658	2216.7294	1745.7958	2479.6044	1782.5821	1226.4575	555.6815	1095.1708	1718.5451	1825.8266	1074.6203
2.0746	1976.3587	1821.2127	2188.8348	1409.8024	2032.6447	922.0069	1035.8717	2342.3971	1268.8451	1157.1261
2.0834	1978.8752	2419.401	1723.5198	1458.2768	1930.5676	1538.2747	640.9924	1989.1179	1428.3307	946.6111
2.0922	1692.552	1187.5794	1452.9533	2456.3034	1837.1343	1927.1212	736.2664	1482.4313	1580.2388	1872.965
2.101	1489.9862	2067.9674	2046.1684	2438.8493	2276.8592	2448.8601	1964.9623	1955.9423	1207.5109	2661.948
2.1098	1903.2642	1784.5185	1668.8677	2099.596	2612.8753	2382.7868	2649.1738	2301.7888	1819.983	2117.5876
2.1186	2855.6027	1899.998	1455.258	2583.2884	1926.2995	3113.1852	2852.5084	1649.3792	1639.3582	2333.7679
2.1274	2725.8194	1733.7303	1995.3698	1530.9012	2271.3566	2444.7088	2652.7724	1392.445	1431.6207	1859.6551
2.1362	2856.5608	2095.3521	2366.6134	2144.6548	2099.6619	2507.9092	2792.9634	1120.2762	2268.3107	1605.301
2.145	2717.0038	2508.97	2350.8143	2220.9457	1455.9412	1349.8944	4172.7872	1518.8671	2273.6621	1513.091
2.1538	2179.1998	2692.9089	2383.3495	2226.4503	1717.8864	1379.1301	2811.8605	1107.4018	2069.9015	1809.8859
2.1626	1630.9	2058.5818	2417.7396	2070.3996	1928.7318	1796.7817	2033.3117	1319.0767	2233.0077	980.2811
2.1714	2418.1449	1969.1523	1592.717	2352.8917	1658.2451	1489.3079	1662.1274	460.6055	1553.8278	1191.8225
2.1802	2288.085	1766.798	1414.6712	2165.9644	1756.3115	1114.9833	2054.8213	607.5322	1400.5438	1275.4289
2.189	1795.4627	1928.956	1160.5895	1469.6963	1620.2473	2499.483	1920.9873	1155.4938	2153.0203	1225.1167
2.1978	1836.5495	2189.4705	1170.3718	1853.1116	1817.8989	2122.4773	1953.901	1100.8429	1252.2059	1185.848
2.2066	1537.9201	2142.2051	1553.504	1692.6224	1421.0662	2041.4967	1246.1092	782.6537	492.3626	1775.5354
2.2154	1024.5766	1500.4869	2165.344	2276.2775	1111.0764	1711.1058	1011.6503	865.5879	1319.9323	1544.1271
2.2242	874.4471	1506.0407	2215.5083	1827.1906	1074.7093	1443.35	2111.6852	904.3486	1837.5496	1852.0619
2.233	1748.2376	1595.6992	2682.7462	1830.8885	949.5463	1540.3235	1575.4019	1429.0188	1361.6854	1889.4287
2.2418	1696.3455	1533.47	2469.821	2196.0881	1322.3525	1415.1847	853.922	2196.1079	1357.0845	2181.3863
2.2506	1790.9739	1686.2748	1966.5182	1699.7316	1654.287	1509.372	668.3139	2467.8964	1106.3104	2725.2633
2.2594	1858.1641	2587.0484	1330.5961	1777.4528	2267.5928	2071.3503	1279.7052	1757.3613	1321.3557	2876.1616
2.2682	2014.6366	2579.6073	1644.2868	1666.8384	2407.1671	1971.9105	1932.7317	2440.7138	1983.0913	2409.4825
2.277	2079.075	2938.0199	1381.3931	2324.8782	2595.7697	1916.647	1683.1641	1977.122	2175.1699	1915.7573
2.2858	1541.5982	3478.0529	1780.3709	2208.9086	2572.2825	2151.4736	2207.7372	1242.1189	1913.5216	1938.4907
2.2946	1853.9046	2346.5944	1612.9033	2304.3641	2128.3937	1633.7762	2063.517	1796.4011	2748.1328	1789.3375
2.3034	1447.825	1662.2344	1510.7334	1668.5021	2862.1789	2613.28	2001.422	1779.7909	2443.3811	1939.2373
2.3122	1216.3759	1437.6959	1893.294	1897.1756	1790.9816	2863.045	2112.2993	1597.3923	1601.4096	2360.9484
2.321	3018.5827	1757.9637	1820.884	734.2552	1447.1935	3312.0248	2148.9415	1872.1398	2483.8452	2681.5438
2.3298	2009.5163	1443.9822	1756.2751	579.8232	1242.8113	2370.4086	1647.3195	2397.2056	2746.2126	1913.0546
2.3386	847.772	1418.8012	1784.6464	1048.8714	1679.5477	2100.0846	2427.825	1962.3993	2308.8793	1515.1388
2.3474	1181.0427	2814.7666	2239.6115	1639.3621	2018.3865	1777.1635	1828.9925	2172.644	1793.9344	1704.8016
2.3563	2189.226	2441.7798	1634.1148	2391.3537	1747.2261	1067.3944	2039.1475	1859.134	1878.1812	1362.9641
2.3651	1899.7279	2072.1146	1777.2664	2217.9126	2703.352	1396.5055	2242.969	1983.8831	1608.929	1540.7865
2.3739	1747.6708	2174.359	2757.3815	2576.4703	2889.4068	2506.7246	2804.8229	2683.5162	1483.1273	1865.6926
2.3827	1945.656	1906.3106	3071.3479	2206.0784	2626.5822	2118.797	2371.4035	2324.3548	647.3098	2211.6219
2.3915	2595.8204	2544.5811	2747.794	1653.9163	2193.3859	2791.8157	1487.032	2248.7623	1502.5755	2473.5762
2.4003	3491.6996	2385.4353	1810.602	1572.9939	1870.7957	2399.952	2473.8872	2128.232	2057.3955	2320.2142
2.4091	2905.2886	2517.9512	1771.0711	2231.8116	2186.9125	2233.918	1857.5406	2673.098	1669.0937	1821.3651
2.4179	1777.896	3013.2169	2038.6288	2305.8333	2290.3771	2137.8553	2176.6398	2445.539	1863.3748	2467.448
2.4267	2296.0802	2783.8394	2628.8914	2323.3306	2923.5112	3292.1384	2113.95	1509.8564	2207.4406	1324.8506
2.4355	3125.8933	2572.4754	1616.2383	2247.2567	2438.0814	2281.1917	1626.9447	2188.6364	2275.9124	1597.8208
2.4443	2675.525	4181.0349	2046.6166	2432.7948	1872.5567	1893.2492	1786.5968	1892.1448	1595.0031	1225.6409
2.4531	2042.5283	3268.5541	1779.1047	2799.4409	2093.4433	2447.8981	1500.448	2588.4364	2222.9407	2164.2901
2.4619	2726.6131	3527.432	1857.932	2293.2693	2559.9627	1886.7973	1783.0104	2441.844	1994.7308	1866.3332
2.4707	2511.8241	2476.8189	2116.7346	2449.4497	2367.5236	2414.2792	2767.6035	2502.7942	2424.91	1760.4695
2.4795	2634.2453	1868.0017	1999.706	2040.9466	1552.0048	2729.2625	2933.848	1805.5896	2322.0284	983.9177
2.4883	2611.1376	2103.6708	1676.7245	1983.7887	1887.6224	2862.8253	2928.1015	2245.0463	2489.8779	1457.8039
2.4971	2469.7869	1727.8393	1747.723	2389.2649	2363.6246	2682.55	1812.8575	2702.5746	1925.1054	1991.4671
2.5059	2376.2886	1396.651	2076.2576	2284.2834	1996.418	2487.2047	1528.4688	2257.6267	1531.2596	2513.0837
