Energy Loss	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity	Intensity
-0.5046	603.1767	2949.9946	1262.0644	1245.5817	0	871.1162	233.7313	253.229	1159.1692	189.4267
-0.4958	128.0278	1751.8978	1652.1964	1102.6789	636.8974	986.4457	578.2987	635.1988	957.4447	72.4332
-0.487	499.9372	893.3949	598.4936	741.8195	1143.3312	683.7803	780.1997	1219.1485	650.3804	0
-0.4782	655.0755	873.0337	667.4498	893.285	651.3349	958.3946	1364.3689	758.5556	0	609.7823
-0.4694	384.0022	1069.0586	580.1818	212.5241	2120.0267	875.8498	1092.114	384.5475	0	0
-0.4606	107.1087	1864.7974	709.8564	716.6471	727.1806	731.4487	629.2006	892.2406	579.0123	234.7413
-0.4518	916.0432	1983.1003	475.7744	931.4472	1056.9098	401.0118	798.781	1257.3202	844.6119	756.9492
-0.443	558.5092	2107.2294	1421.1839	296.9672	1577.2265	539.7228	832.4087	1029.2827	1137.4148	460.0241
-0.4342	613.2558	1928.3454	1249.5741	1326.2316	995.2818	230.4243	654.0505	928.7088	1705.552	596.2784
-0.4254	668.6151	1429.947	894.3539	1109.0201	903.8149	250.68	673.0509	388.1117	614.8274	244.8688
-0.4166	626.7442	991.3886	413.3808	105.6458	1565.4744	708.1636	905.7202	711.4565	1137.9341	583.1086
-0.4078	538.4385	413.2604	0	653.9537	1929.4531	1339.2582	1024.5929	1706.4646	919.0911	1241.6736
-0.399	67.679	727.1229	242.5503	1381.4187	1452.5667	1641.6483	434.3665	1542.3167	1558.5261	594.0012
-0.3902	224.366	549.4843	717.0993	1196.4273	920.9974	1312.4651	1083.8564	1048.8546	484.0713	1062.9169
-0.3814	843.7358	1364.6385	978.8284	999.895	469.9898	2389.7807	886.3265	1151.1139	167.733	1281.0482
-0.3726	1283.9257	1181.1697	1435.4906	1456.6809	125.5763	2196.5001	690.4478	1679.804	697.7568	1063.3889
-0.3638	1594.0228	1144.1515	1130.2547	1590.9694	476.5432	830.5922	422.4574	1031.9698	1272.7545	768.8813
-0.355	1767.0138	736.0884	1826.7247	1689.4906	340.3033	887.4729	471.3981	780.0999	1926.0467	649.5359
-0.3462	1391.7327	1520.0617	1279.1577	2554.5308	1515.7977	1146.1878	1102.0778	975.0946	1613.8418	259.2256
-0.3374	1191.9018	1984.4878	1174.0374	1638.8747	1999.8531	1500.1556	1293.9789	1375.2131	1640.8415	441.0336
-0.3286	2021.6022	946.2906	919.0198	773.4602	1707.2374	2586.3936	861.5799	1415.7812	1402.9812	632.5834
-0.3198	1451.1356	618.9647	634.2739	597.829	1331.3657	2895.0972	451.8539	1409.3445	1691.1271	656.7493
